created_at,full_text,score,label
Mon Oct 14 13:06:29 +0000 2024,average gen sd early ktsp late mau sama hasil cinta alam lingkung bersih rajin olahraga gym lari minsoc sadar mental health outfit selera musik diverse nganggur gaji umr,2,Positif
Mon Oct 14 03:43:50 +0000 2024,gaji gen rata rata umrumk terus bantu biayain keluarga jadi bagaimana mau beli rumah,1,Positif
Mon Oct 14 01:21:20 +0000 2024,benar kok kak gue gen kirim orang rumah tetap benar kak semua gantung gaji kak bahkan juta enggak bulan aku kak,1,Positif
Sun Oct 13 14:23:00 +0000 2024,pov wujud nyata gaji gen sungguh,1,Positif
Sun Oct 13 14:19:33 +0000 2024,gue ngurangin fomo bulan kalo gaji cuma juta mah habis buat butuh hari nder wkwkwkwk selamat nder lo unemployed deh punya tabung gin semangat gen,2,Positif
Sun Oct 13 13:51:52 +0000 2024,jadi gen lebih pilih ngabisin sisa gaji buat beli mau and live the moment nabung buat masa depan,2,Positif
Sun Oct 13 13:51:51 +0000 2024,jadi rahasia umum kalo bikin gen suka doom spending stres analisanya kalo gen rasa putus asa beban cicil elektronik kendara butuh primer lain biaya hidup terus naik padahal gaji enggak naik,-3,Negatif
Sun Oct 13 13:51:49 +0000 2024,tau enggak apa benar bikin gen enggak punya tabung juta gaji juta per bulan kayak kaluna bukan kopi overpriced bukan konser bulan sekali doom spending,-4,Negatif
Sun Oct 13 11:53:12 +0000 2024,bilang tapera solusi buat gen susah punya rumah banyak pihak rasa bijak malah beban kerja gaji bulan terima banyak potong malah tambah potong tapera,0,Netral
Sun Oct 13 11:30:22 +0000 2024,gaji juta mau punya mobil nekat nekat gen sekarang gapapa sih kalo tabung kali harga mobil,6,Positif
Sat Oct 12 03:25:14 +0000 2024,gen harus uang sakugaji tambah khusus beli app prem konser kopi masa iya duit habis mikir subs spotify netflixviu konser sama budgeting kopi,1,Positif
Sat Oct 12 02:14:17 +0000 2024,hiro erti meski gen punya didik amp skill oke sering mentok sama tuntut alam tinggi gaji enggak padan enggak cuma dengar siap gerak buat bawa solusi nyata respect,4,Positif
Fri Oct 11 16:23:22 +0000 2024,kalo sih kok pikir gen ekpektasi huni sesuai dapat jadi opini susah beli rumah gaji umr pengin rumah klaster dekat kantor n fasilitas umum dket kantor rumah kampung enggak mau susaahh,3,Positif
Fri Oct 11 14:30:11 +0000 2024,video dream job gen gaji tinggi enggak sesuai passion penting bahagia genz youtube,1,Positif
Fri Oct 11 13:40:03 +0000 2024,video dream job gen gaji tinggi bahagia eps youtube,0,Netral
Fri Oct 11 02:36:56 +0000 2024,gue gen lulus sastra jepang jadi telesales bank gaji jauh bawah umr mending begini nganggur barangkali hrd mau terima n gue mau gue proses n kok gue pengin bahasa jepang gue pakai biar kembang,1,Positif
Thu Oct 10 15:34:32 +0000 2024,bjirlah aku mau punya rumah sendiri beli pakai duit sendiri ekonomi resesi begini gen kayak aku tahan hidup pakai gaji sendiri cakep banget meski gaji ku digit kayak enggak bakal langsung kebel rumah kalau digit,-4,Negatif
Thu Oct 10 12:03:24 +0000 2024,bro pernah rasa kerja bagai kuda gaji enggak cair berbulanbulan wkwk kalo gaji kurang gaya hidup jangan tinggi ajar gen pak gaji kurang tuh cari kerja buka usaha bukan ngeluh biar gaji naik,-5,Negatif
Thu Oct 10 11:38:11 +0000 2024,gen ngambil job gaji bawah umr garagara susah cari kerja lebih banyak bang one ungrateful brat and you are puting the blame on the whole generation,0,Netral
Thu Oct 10 11:05:22 +0000 2024,kena deh gen padahal gen syukur gaji bawah umr asal kerja banyak,1,Positif
Thu Oct 10 10:15:17 +0000 2024,kalo gaji guru makin kecil gen gen alpha enggak mau jadi guru kan bahaya,1,Positif
Thu Oct 10 08:15:27 +0000 2024,kemarin sempat debat sama rekan kerja aneh beliau nih bilang gaji segitu enggak berapa politikus lalu bawa bawa beda generasi beda pikir anak gen pikir luas didih banget darah dengernya,0,Netral
Thu Oct 10 03:18:34 +0000 2024,aku gen kalo duit jajan lebih banyak gaji tetap kerja arti bukan salah gen nya,2,Positif
Thu Oct 10 03:13:46 +0000 2024,manja banget adek nya gen tetap ambil kerja gaji berapa asal cocok kerja nya orang tua kakak tetap kasih tambah,4,Positif
Thu Oct 10 02:59:32 +0000 2024,semua gaji layak sesuai tanggung jawab gue paham laku warga indog tuntut jabat kerja kayak malaikat rumah jabat kayak gubug,-4,Negatif
Wed Oct 09 23:55:54 +0000 2024,brengsek itumah gen anak orkay sattt gue gaji awal kerja ribu syukur banget deh gasemua gen kayak cokkk,0,Netral
Wed Oct 09 22:53:19 +0000 2024,gen suka kekang inti guys millenial kalo mau kekang jalan tugas kantor amanah baik gaji bonus sama uang lembur ajar gen baur sama kalian biar minder guys,2,Positif
Wed Oct 09 16:37:27 +0000 2024,sehatsehat gen perintah gaji,0,Netral
Wed Oct 09 16:12:12 +0000 2024,plis gen late millenials kalo masuk perintah bikin bijak gaji take home pay jabat sama umr enggak usah tunjangantunjangan sama persis benefit semua kayak karyawan biasa kasih bonus gede banget perform,-1,Negatif
Wed Oct 09 16:03:52 +0000 2024,enggak ikhlas woii gen susah buat beli tanah saking mahal cok gaji enggak berapa ayo ngamuk,3,Positif
Wed Oct 09 15:21:50 +0000 2024,perhati aku gen gen orang punya knowledge tetang wang memang rendah gaji pergi balun zus starbucks minggu gila apa jangan follow kalau wang kau better,-3,Negatif
Wed Oct 09 14:55:05 +0000 2024,halo kak akun gen kerja ku biasa kantor gaji bawah umr tabung digit kadang ada bikin duit tabung kepake aku kerja tambah buat ngisi kegabutan kalau balik kerja kak tetap smgt peluk jauh,6,Positif
Tue Oct 08 12:09:59 +0000 2024,padahal hakim cuti minta naik gaji biar enggak masuk lama kan lumayan bikin lowong kerja buat gen milenial ganti semua banyak lulus hukum mumpuni integritas,1,Positif
Tue Oct 08 10:52:52 +0000 2024,gilir resign enggak mau jadi budak jobdesknya palugada gaji umr enggak kenal jam malah katai gen pilih kerja malas enggak mau effort,0,Netral
Tue Oct 08 09:05:38 +0000 2024,nyata benar nih juta gen enggak punya tabung alias hidup gaji gaji coba deh baca alas gen sulit nabung,3,Positif
Mon Oct 07 20:13:08 +0000 2024,gen susah beli rumah gaji juta buat kost byr kuliah makan kuota biaya hidup lain kau kira cukup,-1,Negatif
Mon Oct 07 15:44:18 +0000 2024,kalau gaji guru naik kali lipat gue yakin gen gen pintarpintar mau jadi guru enggak lari luar negeri,2,Positif
Mon Oct 07 11:55:00 +0000 2024,briefing kantor hari isi apa panjang apbn apa panjang bpupki apa panjang mpr dpr apa panjang pki and turns out banyak enggak tau emosi pak bos nyeletuk dasar gen ilmu dikit minta gaji gede maaf pak,0,Netral
Mon Oct 07 10:05:59 +0000 2024,ekonomi ubah enggak curhat berapa toxic rumah tangga dulu enggak sosmed generasi gen enggak nikah generasi sandwitch gaji dikit keluar bagi berapa kepala susah nabung,-4,Negatif
Mon Oct 07 03:21:53 +0000 2024,banyak kaula muda mulai sadar harga properti biaya hidup biaya didik biaya sehat utama anakanak mahal lebih kerja gaji umr bawah tambah fakta bagi besar gen banyak,4,Positif
Mon Oct 07 01:27:42 +0000 2024,gua amat gen orang gen walaupun physically gakeliatan erti butuh rela keluar gaji bayar kost kalo bukan sandwich gen hehe,-3,Negatif
Mon Oct 07 01:14:29 +0000 2024,terus kalo umkm enggak kembang disalahin karyawan minta gaji umk gen enggak belanja umkm lah orang mau belanja umkm tunggu atas motor dimintain duit parkir,1,Positif
Sun Oct 06 23:48:46 +0000 2024,aku gen sandwich gen aku pengin meni aku timbang banyak aplg jaman sekarang gen susah sekali gaji cukup bahkan umr susah sdngkn standart pesta orang tua begini minta istimewa hidup meni,-6,Negatif
Sun Oct 06 19:15:47 +0000 2024,some corporate gen are weird tahniah gaji tinggi bila terus lupa darat tak pernah kenal nasi bujang apa macam weird,1,Positif
Sun Oct 06 15:01:49 +0000 2024,gen enggak butuh bansos gen butuh lapang kerja atur pro buruh enggak cekik potong pajak padahal gaji enggak berapa enggak tunggu tahun penuh butuh pokok papan perintah enggak bikin konflik horizontal antar warga,-3,Negatif
Sat Oct 05 14:35:00 +0000 2024,enggak kurg fleksibel apeeee bujet deh memang loker nih ngadi ngadi banget cok kadang enggak manusiawi banget dah janngan lu bawa bawa gen gen wajar kalo gue ngira enggak masuk akal job title nya job desk nya lenceng banget sangat banyak gaji under juta wkwkw,3,Positif
Sat Oct 05 14:06:07 +0000 2024,gen kerjo gaji ra sepiro self reward e ra kiro,0,Netral
Sat Oct 05 13:51:51 +0000 2024,sekarang gue mikir apa gen luar kota besar bobrok adab bicara orang lebih tua enggak punya sopan santun bicara lisan tulis shorttempered penting aksi dulu mikir duluan semua orang anggap rata gaji,-1,Negatif
Sat Oct 05 06:58:38 +0000 2024,nice try gs klub umkm gaji umr main gen and the weakest team,2,Positif
Sat Oct 05 03:10:32 +0000 2024,pusing jadi gen bagaimana cara kelola gaji biar jajan hedon tonton konser beli skinker awat klinik staycation sama teman,0,Netral
Fri Oct 04 05:04:59 +0000 2024,gaji enggak berapa mental terombang ambing kayak begini enggak usah katai gen mental kayak yupi memang lo lo enggak manusiawi play victim all the time again berak siapa nyiram siapa,-5,Negatif
Fri Oct 04 04:49:19 +0000 2024,boomer enggak tau kalo gen no longer google things search semua sosmed utama tiktok googling is no longer a verb sila cari berita kalo mau nego gaji,-4,Negatif
Fri Oct 04 03:28:42 +0000 2024,kalo gaji umur bebas puas belanja enggak doom spending kaya jadi sakit genzie harus beli rumah eh malah beli barang branded mulu ekonom genz tips hindar doom spending gen tak bangkrut,-1,Negatif
Thu Oct 03 09:40:57 +0000 2024,taekkkkk gaji pertama kasih cuma buat senang konstituen casing gen mental boomer koruptor wewenang waktu,1,Positif
Thu Oct 03 07:06:03 +0000 2024,gen nego gaji pas interview hari siap gue lowball lu mau kasih berapa memang hari buat posisi sales gue kasih juta wah enggak juta hari enggak stock sales nunpuk banget bro coin flip deh hari deal,6,Positif
Thu Oct 03 04:46:00 +0000 2024,hi kalian gen aku open loker nih as a host live streaming khusus perempuan lebih entertainment enggak jual produk gaji pokok bonus makan contact me at email hrid thank youu,5,Positif
Thu Oct 03 02:41:56 +0000 2024,jangan tunjukkin ges sender cari tau uang gen makanya gaji susah naik pajak ptongan makin mantap terus suruh belnja banyak buat mutarin ekonomi indonesia kurang lebih kayak bi sering kumandang akhir nih,-3,Negatif
Wed Oct 02 14:34:57 +0000 2024,siklus gaji gen gaji habis byr tagih skincare pakai up outfit ngopi fomo ojol,0,Netral
Wed Oct 02 07:23:48 +0000 2024,siklus gaji gen gaji habis byr tagih app premium ngopi tiket konser self reward,1,Positif
Tue Oct 01 13:38:36 +0000 2024,gen suruh mantau uang acara ratus juta padahal gaji sendiri mantau sih mama biar enggak habis buat mam sushi tuku sama tiket ngonser mulu,1,Positif
Tue Oct 01 13:32:29 +0000 2024,hargaharga makin naik gaji segitugitu buat gen adaptasi loud budgeting alias terangterangan tolak aja nongkrong libur hemat keluar,4,Positif
Tue Oct 01 09:35:17 +0000 2024,guru lebih besar gaji nya ketimbang anggota tidur gedung mana lupa,1,Positif
Mon Sep 30 04:14:57 +0000 2024,isi divisi gue gen usaha nih makin enggak jelas gaji umr jakarta doang kerja shift hari kerja makan enggak larang hp dikumpulin lama kerja gaboleh obrol canda disiplin gaboleh isi tumblr kantor hasil apa banyak mau lari,-1,Negatif
Sun Sep 29 15:56:58 +0000 2024,loker sekarang kayak anjing bgst gaji enggak berapa kerja enggak habis fikri seeeetttaaaaann bukan masalah gen lemah bahlul memang sistem konoha kayak tahi,-7,Negatif
Sun Sep 29 14:56:03 +0000 2024,dar opini alam gen kalo kerja inti tuh tiap bulan gaji kalo mindset gue mah kerja media ajar ngasah skill ningkatin jam terbang sekaligus banyak alam amp relasi masalah gaji bonus,0,Netral
Sun Sep 29 14:30:27 +0000 2024,tren gen banyak pilih resign kerja mulai gaji hingga budaya toxic,0,Netral
Sun Sep 29 09:13:51 +0000 2024,ngadepin gen bukan pak memang enggak mau ribet bikin ribet salah sendiri ngeribetin orang padahal jelas regulasi makan tuh gaji buta,-7,Negatif
Sun Sep 29 07:33:14 +0000 2024,nobodies mostly muda memang cmtu gen orang pnggil tengok jela nak iv kerja cam xde adab nnak demand lebih gaji orang an elok je start gaji sikit matang tetap hidup waima tuka kerja sok sama relationship mostly tua dah banyak exp n matang,2,Positif
Sun Sep 29 05:59:27 +0000 2024,usaha jenis pt gaji karyawan bawah umr tahan ijazah,1,Positif
Sat Sep 28 16:03:34 +0000 2024,gen lemah kata mah gaji enggak berapa tanggung jawab enggak kira kira tuntut sempurna eh kalau salah dikit tegur asa tau nih seluruh dunia kalau enggak kuat resign kali lama memang kocak,-10,Negatif
Sat Sep 28 16:03:24 +0000 2024,budak gen macam nih lah perangai sikit ii cerai sikit ii cerai macam lah budak kat office i kena marah sikit nak henti lelaki kalau gaji rendah bini macam nih lah hidup kau kali ubah kau cerai nasib talak bukan dekat perempuan kalau kali ramai duda,-12,Negatif
Sat Sep 28 13:27:05 +0000 2024,yantie gara gen millenial nyuruh gen kerja syarat max tahun alam asih gaji bawah juta,0,Netral
Sat Sep 28 06:48:51 +0000 2024,watch dewa will get their karma for their fan mocking slankers for complaining about ticket prices sekarang sasar gen ngeluh soal gaji twitter gue lihat beberapa sambat mikir dulu,-2,Negatif
Sat Sep 28 06:19:33 +0000 2024,gaji gen habis buat langgan premium gofood sama shopping online,4,Positif
Fri Sep 27 22:52:15 +0000 2024,sekarang tuh memang apa susah mau kerja buka usaha takut dagang enggak habis mau jadi kerja kantor kualifikasi enggak ngotak terus gaji kecil banget mau jadi asn enggak semua orang tes bikin malas kasihan gen orang tua kena dampak next kena dampak,-7,Negatif
Fri Sep 27 07:47:32 +0000 2024,iya memang scbd mahal bukan arti gue normalisasi gaji juta makan hari terus lu harap gen beli rumah nabung ditengahtengah maklum terus sih kapan kayak kalau,1,Positif
Fri Sep 27 07:08:46 +0000 2024,gue tingga luar jawa gaji segitu lihat jajan ytta akak lihat twt tya dasar gen,1,Positif
Thu Sep 26 11:10:39 +0000 2024,gen enggak nya apa gaji habis buat cicil sama beli es krim,2,Positif
Thu Sep 26 06:54:47 +0000 2024,wkkw gen an nih benar benar nitip nitip lamar kerja gilir panggil interview alesan enggak datengnya kerja baru hari keluar gaji enggak sesuai kerja berat kan jadi enggak enak hrd nya lo,2,Positif
Wed Sep 25 15:53:01 +0000 2024,ngedobelin gaji lewat sertifikasi enggak cuma wajib penuh murah proses kalo mau gapoknya bukan sertifikasi,-2,Negatif
Wed Sep 25 12:33:17 +0000 2024,gen gaji ku habis buatbayar netflix spotify premium icloud sama isi kuota telkom nauzubilah,1,Positif
Wed Sep 25 09:42:56 +0000 2024,studi hp kerja indonesia guna ai hingga gen rela potong gaji kerja idam,3,Positif
Tue Sep 24 12:41:46 +0000 2024,citacita gen worklife balance atas enggak rese support system teman keluarga gaji bulan cukup bulan depan aji tiap hari sport sama romance imbang doang kan gaisss,-2,Negatif
Tue Sep 24 08:45:00 +0000 2024,gen dichina tinggal merek fesyen louis vuitton chanel prada kini lebih gandrung produk replika alias tiru fenomena imbas lambat ekonomi landa chinaimbas lambat gen china alami potong gaji smartnews,2,Positif
Tue Sep 24 07:30:31 +0000 2024,mana segala katai gen enggak punya tabung bagaimana mau nabung gaji sama biaya hidup jomplang,3,Positif
Mon Sep 23 22:20:58 +0000 2024,saat bi oprec gen millennial sabodo teuing lembur kaku asal gaji uang lembur tunjang oke mah gen mah lah taro kolam startup butuh tembok motivasi beanbag warna nyolok mata,-2,Negatif
Mon Sep 23 21:09:12 +0000 2024,jadi gen kece brow citacita tinggi kapai puas gaji umr lu bakal kerja umur hidup gaji jtbulan buat apa buat gaya hidup enggak cukup,2,Positif
Mon Sep 23 20:25:41 +0000 2024,aku gen kalo lihat gaji fasilitas mantap mah gas pernah tuh rasai kerja lingkung kaku underpaid prinsip sama kerja cari duit penting regulasi usaha pastibagus sih lingkung enak tuh cuma bonus,3,Positif
Mon Sep 23 13:47:18 +0000 2024,curhatan millenial saling jodohin buat jdiin slingkuh saling jilat jilat naik jabat naik ranjang dinding wc saksi kluh kesah gen engah sih tutup mata penting dpet gaji sesuai,1,Positif
Mon Sep 23 12:52:56 +0000 2024,enggak semua gen bgstt uang gaji gua habis buat biaya sekolah adek gua,-1,Negatif
Mon Sep 23 12:28:57 +0000 2024,gen duit nya mulu padahal gaji cuma umr kayak mulu buat jajan kesana kesini,-1,Negatif
Mon Sep 23 08:56:24 +0000 2024,gaji gen kpopers tuh lari wb,-1,Negatif
Mon Sep 23 05:40:35 +0000 2024,mungkin generasi kali baby boomer mana seringkali dedikasi diri satu company gen cenderung suka ganti tempat kerja opini naikin value ilmu gaji,-2,Negatif
Mon Sep 23 04:05:58 +0000 2024,gen malesan susah atur gaji bawah standar lembur enggak bayar wajib punya kendara sendiri banyak tomboke suruh admin rangkap programer teknisi,-4,Negatif
Mon Sep 23 03:17:32 +0000 2024,aku gen aku enggak suka kopi bahkan jarang banget beli kopi aku jarang buangetttt beli app premium gaji ku habis enggak tau mana anjir asa beli misal sabun shampoo kayak gue jajan paling tahu bulat rebu duit habis kocak,-2,Negatif
Sun Sep 22 15:16:13 +0000 2024,considering buat subs dm hiks lucu gaji ku habis buat bayar aplikasi doang gen moment,1,Positif
Sun Sep 22 15:05:17 +0000 2024,work cewek gaji mohon bantu gen seperti mulai tampar quarter life crisis kakak kakak,-1,Negatif
Sun Sep 22 11:48:27 +0000 2024,makin kesini konon daya beli dasar gaji makin turun boomer beli rumah gen kali beli tanah milenial beli apartemen gen sewa koskosan gen alpha baru skibidi rizz fanum tax,3,Positif
Sun Sep 22 07:48:06 +0000 2024,tweet bilang kalo gaji gen habis buat bayar app premium benar ada gusy,2,Positif
Sun Sep 22 07:48:01 +0000 2024,iya bang gue miskin gaji indonesia kagak beli rumah gen gen homeless,-1,Negatif
Sat Sep 21 15:34:04 +0000 2024,yt prem habis mau beli loklok prem buat tonton tv besok literally gen satu gaji habis langgan prem,1,Positif
Sat Sep 21 15:06:02 +0000 2024,survey generasi gen lu kerja juta bulan rumah tangga ambil lu ngirit banget sisa juta butuh berapa tahun uang kumpul buat buah rumah cicil motor hiling tanya nya bisa konsisten simpan uang juta gaji juta,3,Positif
Sat Sep 21 13:28:35 +0000 2024,gapapa deh biar nikmat gaji nya benar benar gen self reward,1,Positif
Sat Sep 21 10:25:01 +0000 2024,tanya tarik serta diskusi kerja gen peduli politik pengaruh hidup bagaimana cara salur resah kerja gaji ada syukur apa wadah tampung keresahaan,2,Positif
Sat Sep 21 01:03:15 +0000 2024,habis pulang jaga jam minggu shift jadi jam pulang pulang lihat rekening gaji bulan bayar cuma menang plis gen alpha jangan jadi dokter indonesia,-2,Negatif
Fri Sep 20 14:04:50 +0000 2024,me when pengin ngantor beberapa teman orang sodara kuta jawab kamu mau mulai kol mau gaji umr saing sama gen situ sedih padahal pengin gaji digit,1,Positif
Thu Sep 19 01:41:33 +0000 2024,pikir memang benar kalau rata gaji gen angka juta bulan pajak makin kesini makin kesana gws indonesia emas,1,Positif
Thu Sep 19 01:31:11 +0000 2024,gaji pertama jangan langsung habis begini trik jitu atur uang buat gen,0,Netral
Mon Sep 16 18:15:20 +0000 2024,macam kedai punya bapak kau enak nye renti langsung minta gaji memang sial gen sekarang nih pengin ku pijak batang leher nye,-1,Negatif
Mon Sep 16 14:30:15 +0000 2024,gua cuman mau asih dapat lu gen nganggur lu semua malas sekarang fakta lu kerja semua paling cari gaji gede padahal skil lu semua enggak bagaimana usaha mau nggaji lu gede kalau lu semua enggak,-9,Negatif
Mon Sep 16 04:52:28 +0000 2024,mama kamu besok kalo punya kerja beli rumah me amin gen kok suruh beli rumah tt gaji susah naik,3,Positif
Sun Sep 15 17:35:02 +0000 2024,is not about solidarity jir kapai teman sama orang kantor teman banget kalo bilang solidaritas mah gaji solid begini nih enggak suka gue sama kaum generasi suka kotakin gen crab mentality lu mau setin sama dahulu lu terus kalo vokal,1,Positif
Sun Sep 15 15:29:08 +0000 2024,mofomk gaji guru indonesia outputnya gen alpha bahkan enggak beda pisah sama sambung,-1,Negatif
Sun Sep 15 04:45:32 +0000 2024,gen memang suka mainmain malah gaji ikut mainmain,-1,Negatif
Sat Sep 14 08:09:39 +0000 2024,kalo up semua grup enggak enak kali standar kenyam kayak apa mana kerja enggak standard nyaman cil nj awal difasilitasigaji baru kayak begini speak up nyaman ini that why gen cap lembek lo,-4,Negatif
Sat Sep 14 04:57:03 +0000 2024,aku ikut bekal jadi enum suatu survei bjirrttt honor enggak sesuai sama beban kerja langsung keluh ibundaa surprisingly ibu malah dukung mundur capek gaji enggak sesuai huwaaaa terima kasih ibu dukung anak bontot gen enih,6,Positif
Fri Sep 13 17:06:41 +0000 2024,gen gen mulu anying kantor gue dulu pernah lamar model begini wa cuma p mau lamar gaji berapa milenial sdm rendah enggak mandang generasi,-3,Negatif
Fri Sep 13 07:27:12 +0000 2024,gen kasih jobdesc kayak begini langsung minta gaji gede wkwkwk,0,Netral
Fri Sep 13 03:50:46 +0000 2024,gaji gen habis buat beli aplikasi premium benar ada aplikasi produktif semua jadi enggak papa lah,0,Netral
Thu Sep 12 21:03:10 +0000 2024,duh anjing bagaimana sih ngatasin keluar enggak juta perweek ksl banget jadi gen nih trnyta high maintananceny enggak nanggung ksl banget buka keran sesal pengin umur tahun biar kerja trnyta gaji umr enggak apa syukur kok cpek dikit,-1,Negatif
Thu Sep 12 17:07:39 +0000 2024,coba lu kasih gue tanya interview okeng apa kontribusi ygg kamu ikan terima usaha enggak enggak mau kontribusi apa cuma mau gaji kalo gue jadi hrd nya sih gue tampol anjrit gen interview kerja musingin hari,-1,Negatif
Thu Sep 12 14:40:30 +0000 2024,laki gue suruh update cara digital marketing sama bos jawab tenang pak istri gen erti untung bos nya baik kan kerja lu suruh erti malah guweehh meski gaji nya buat gue,2,Positif
Thu Sep 12 12:28:14 +0000 2024,nemu video tiktok judul pov gen jadi sipir captionnya marah marahin napi bersih mancing ikan bawa pelihara biawak kantor enggak pakai baju dinas waktu apel ngerokok pas kerja alumni poltkp pajak buat gaji bocah baru gede arogan,3,Positif
Thu Sep 12 08:02:35 +0000 2024,pov gen jadi manager staff mau resign cuti dukung sekian terima gaji,2,Positif
Thu Sep 12 03:06:40 +0000 2024,gen jerit gaji bawah umr nya,-1,Negatif
Wed Sep 11 03:50:46 +0000 2024,gaji pns lulus sama wajib gen tahu,1,Positif
Tue Sep 10 09:04:01 +0000 2024,gen gaji umr under umr suruh lawan harga tiket konser harga md harga album harga pc ditrobos makan garem belakang,3,Positif
Mon Sep 09 15:15:17 +0000 2024,buka loker sek tekon cah cah gen ra permisi ra jelaske awak e iki sopo teko langsung tekon sistem gaji sono mess sono uang makan opo sono opolah jangan tobat,-2,Negatif
Mon Sep 09 14:00:49 +0000 2024,film relate banget gen maupun millennials pasti relatable kerja gaji numpang lewat kayak kitakita wajib tonton sih kata aku utama sedang juang beli rumah siapin tisu banyakbanyak deh,0,Netral
Mon Sep 09 12:13:51 +0000 2024,gen gaji digit kok,0,Netral
Mon Sep 09 11:21:14 +0000 2024,kok lihat postingan orangorang gen kerja relate banget sama aku deh wkwk kalo telat datang kerja langsung mikir apa mau sapa sapa deh enggak takut aku apa potong gaji potong deh gaji bulan ku yaallah tiap aku telat pikir selalu enggak takut wkwkw,-2,Negatif
Mon Sep 09 07:58:56 +0000 2024,suara cundang kurang kerja enggak tau kalau gen omzet banyak tembus puluh milyar gaji ratus juta kalau tolol malas siapa mau pakai,-3,Negatif
Mon Sep 09 03:39:00 +0000 2024,baru gaji freshgrad ngegaji kecil tunjang entar dulu malah biasa kalo anak gen beres masa probation undur diri,-2,Negatif
Mon Sep 09 00:43:19 +0000 2024,miliar dream job ala gen sekarang guru deserve those gaji bahkan tiga digit memang didik baik salah satu berantas miskin,-1,Negatif
Sun Sep 08 16:45:48 +0000 2024,gen gen begini gaji umr bisa punya rumah enggak mau ngutanggg,1,Positif
Sun Sep 08 12:35:06 +0000 2024,gen banyak banget suka ngeluh jobdesk nya banyak banget gaji nya kecil kerja enggak benar banyak ngeluh susah atur,-1,Negatif
Sun Sep 08 01:32:56 +0000 2024,kalau realistic bukan nya punya gaji segitu enggak sih jelas dong nyokap dulu minta bokap gua buar gaji memang gaji bokap gua besar range juta nyokap bahkan lebih besar jadi wahai gen gen ajg yamg bilang realistic,-2,Negatif
Sat Sep 07 15:49:23 +0000 2024,kerja lembur bagai kuda jam sgini baru rumah kerja jam gaji dibwah umr mau bilang gen lemah bukan enggak syukur kerja iya paham banget cari kerja sekarang susah kenpa sih orang enak karyawn fampb begini semua enggak sih,2,Positif
Sat Sep 07 07:12:31 +0000 2024,gen baru kerja hari pikir habis terima gaji pertama mau resign wkwkwkwkkwkwkwkwkwkkk,2,Positif
Fri Sep 06 15:17:05 +0000 2024,gue bukan gen paling lama memang kerja cuma tahun bikin betah karyawannya dikit kali jadi kayak keluarga suka gathering makan fancy sbelumnya kerja pas gue kerja bentar cuma lihat orang kok mkan mahal se kantor gaji lumyan meski tetap capek,0,Netral
Fri Sep 06 14:45:59 +0000 2024,enggak mikir makanya wkwk boro gue mau naik gaji cari experienced kayak sayangg banget keluar duit ujung hire gen akwwokwow,-3,Negatif
Fri Sep 06 14:19:35 +0000 2024,suka wakil ask pask jutabulan gaji jangan nov gaji gaji kali gaji kali juta milyartahun bukan cara itungnya,-1,Negatif
Fri Sep 06 12:14:22 +0000 2024,gas negara stop asih gaji gede dpr stafsus orang perintah biasa kayak gaji rakyat susah umum gaji brutal pajak magabut korup kemarin rame gen bulan nganggur doi syok gapercaya kalo terima kerja,-6,Negatif
Fri Sep 06 10:12:58 +0000 2024,normalize gaji umr enggak cukup buat gen hidup sendiri,-1,Negatif
Fri Sep 06 05:45:09 +0000 2024,gen cari kerja enggak mau ah tulis nya kerja bawah tekan kalo kontrak gue enggak mau gapapa gaji kecil penting enggak gabut cari kerja pokok kerja senin jumat sabtu enggak mau kerja,2,Positif
Thu Sep 05 13:39:19 +0000 2024,mau gen mau gen alpa mau milenial semua sama mal kalau lingkung toxic kerja enak sesuai job desk balik kalau lingkung toxic kerja banyak semua suruh kerjain enggak apa asal gaji gede gaji kecil lingkung toxic kerja abrek,-5,Negatif
Thu Aug 29 14:21:57 +0000 2024,killer memang pernah tanya sama staff gen mending mana jadi tukang bakso hasil juta sama pegawai gaji juta semua pilih jadi pegawai gaji juta tampil punya tempat kerja mentereng,6,Positif
Wed Aug 28 14:04:21 +0000 2024,biasa gen enggak syukur ken kerja santai gaji gede woi kerja capek cok kalo kerja enggak capek noh jadi kang parkir sana naik haji kali,7,Positif
Wed Aug 28 08:45:29 +0000 2024,gen demand gaji tinggi kerja acuh tak acuh apa patut majikan nih buat buat luah klik link kat bawah gtgt,1,Positif
Wed Aug 28 04:13:30 +0000 2024,branding sih usaha gen enggak mampu bayar gaji,0,Netral
Wed Aug 28 01:16:15 +0000 2024,gen pernah enggak rasai gaji rapel bulan wkwkwk,1,Positif
Tue Aug 27 16:14:18 +0000 2024,gen gaji langsung pengin cuti libur,2,Positif
Tue Aug 27 12:39:30 +0000 2024,bukan obsesi cuma usia sekarang mulai realistis amp turun rasa idealis benar kata kakek buyut jaman dulu kalo nyuruh pns why turut gen susah punya rumah kalo enggak kpr hasil stabil pns enggak bakal kena lay off enggak masa kontrak meski gaji kecil,-6,Negatif
Mon Aug 26 22:38:51 +0000 2024,gen mungkin jadi pns gaji kecil,-2,Negatif
Mon Aug 26 07:12:39 +0000 2024,gen ratarata pengin gaji gede alam enggak awikwok memang,0,Netral
Mon Aug 26 02:18:18 +0000 2024,untung bukan gen memang enggak pernah dibeliin luar mampu gaji,-2,Negatif
