created_at,full_text,keyword
Wed Jan 18 05:55:11 +0000 2023,Buat Gen Z kalau mau cepet financial freedom: 1. Rajin nabung dan press bgt pengeluaran. Usahain tabungan minimal 50% dari Gaji. 2. Jangan jadi pengiri dengki kalaupun iri sama orang itu dijadiin motivasi buat sukses bukan menjatuhkan. 3. Kerja Keras dan punya side job/usaha.,finansial gen z
Thu Jan 12 07:36:24 +0000 2023,@Askrlfess menurut gue finansial adalah salah satu alesan kuat kenapa gen z banyak yg mutusin gk pny anak tp gatau si soalnya gua mikir gitu wkwk,finansial gen z
Fri Jan 06 14:09:21 +0000 2023,@pramudyona @nayyralia Multitalenan banget emang cewek satu ini. Aura gen Z cerdas dalam bermedsos dan financial planning nya meraung raung. ,finansial gen z
Thu Dec 29 14:24:34 +0000 2022,@financialfaiz On point. Baby Boomers takda atau kurang faham realiti anak-anak Milennials atau Gen Z yang struggling ni. Maka kita lah yang ada pendedahan bermula financial planning lebih awal.,finansial gen z
Wed Dec 14 05:23:34 +0000 2022,Mendingan nyesel beli atau nyesel ga beli? Kalo kata gen Z sih You Only Life Once alias YOLO. Tapi malah deg-degan buka isi dompet. Gimana sih cara atur uang biar kantong tetep aman? Dengerin #UangBicara di https://t.co/wcySw60iqj #PodcastIndonesia #Financial https://t.co/esgCdHwpjR,finansial gen z
Tue Dec 13 13:58:37 +0000 2022,@tanpakarena_ @feezanoojisan @txtdrberseragam kalo mau main jelek²an generasi dulu malah lebih parah nder udah lupa kah seberapa seringnya dulu anak SMA meninggal cuman gara² tawuran? Bukan berarti gen z lebih bagus juga tapi ya ibaratnya Semua tempat umum pasti ada tempat sampahnya ,finansial gen z
Tue Dec 13 13:58:36 +0000 2022,@dongrenotes Tp gen z udah mulai child free si kak kemaren aku baca mungkin karena udah ngerasain hidup tanpa kasih sayang ortu kali ya tp jujurly emang gedein anak sesusah itu kalo belom siap mental dan financial tolong dipikir2 lagi deh,finansial gen z
Wed Dec 07 08:25:00 +0000 2022,Mendingan nyesel beli atau nyesel ga beli? Kalo kata gen Z sih You Only Life Once alias YOLO. Tapi malah deg-degan buka isi dompet. Gimana sih cara atur uang biar kantong tetep aman? Dengerin #UangBicara di https://t.co/wcySw5I9cb #PodcastIndonesia #Financial https://t.co/8oXvntt8QX,finansial gen z
Wed Nov 30 09:12:55 +0000 2022,FINANCIAL SERVICES Instrumen Investasi: Gen Z Pilih Reksadana Milenial dan Gen X Pilih Emas #beritabisnis #beritamarketing #financialservices klik beritanya di sini: https://t.co/NM6TRkoWVN,finansial gen z
Tue Nov 29 23:45:00 +0000 2022,Bagi generasi Millennial dan gen Z punya financial freedom goals pasti masuk ke dalam list resolusi di setiap tahunnya. https://t.co/U4Q8idPyu1,finansial gen z
Mon Nov 21 02:13:26 +0000 2022,@TxtdariHI Umur segitu kok masih kerja mbah? Belum financial freedom ya? Kalah sama Gen Z jaksel yang udah plan buat pensiun dini di umur 25.,finansial gen z
Sat Nov 19 00:29:23 +0000 2022,@worksfess eh sumpah emg anak gen z terkenal ngeluh ttg mental health sgl macem. tp smnjk gue di kantor ini ktmu anak2 gen z internship keren2 bgt kisah hidup mereka!!! Beasiswa sana sini problem solving nya bgsbgt biayain orgtua &amp; adik financial independent! huah keren,finansial gen z
Thu Nov 03 13:59:48 +0000 2022,Jadi gini ya Milenial dan Gen Z jaman sekarang. Kebanyakan yang mengutamakan gaya hidup daripada kebutuhan hidup gimana mau tercapai Financial Freedom? Sini GoldMin kasih tau solusinya supaya bisa mencapai Financial Freedom untuk setiap generasi. https://t.co/c8cI1KFKfb,finansial gen z
Tue Nov 01 03:07:46 +0000 2022,@worksfess @Chrlmstkm1 Gen z gini aja mikir ya mending bosen tp financial freedom lah,finansial gen z
Mon Oct 24 08:30:00 +0000 2022,Mendingan nyesel beli atau nyesel ga beli? Kalo kata gen Z sih You Only Life Once alias YOLO. Tapi malah deg-degan buka isi dompet. Gimana sih cara atur uang biar kantong tetep aman? Dengerin #UangBicara di https://t.co/wcySw5I9cb #PodcastIndonesia #Financial https://t.co/wWYlcJ1Dip,finansial gen z
Sun Oct 16 00:06:09 +0000 2022,Tips Raih Financial Freedom untuk Gen Z dan Milenial | Investment News https://t.co/3iQUt9sfqa,finansial gen z
Fri Oct 07 10:17:35 +0000 2022,Bukti lain bahwa Gen Z itu financial savvy adalah Gen Z itu banyak sekali mengkonsumsi 'finfluencer' online (influencer keuangan) dan terbuka dan jujur dengan teman-teman Gen Z tentang kebiasaan belanja Gen Z.,finansial gen z
Fri Sep 30 13:24:42 +0000 2022,Nikah make duit ortu gen z knowledge financial planning buat berumah tangga ga punya ilmu Parenting ga ada mental labil. Ah mantap kaliii.,finansial gen z
Sat Sep 17 04:58:24 +0000 2022,kagak usah nambahin beban finansial gen z bisa GAK @YouTube,finansial gen z
Wed Aug 31 03:08:52 +0000 2022,dengan tema Sustainable and Management Financial Planning for Z Generation yang bertujuan untuk berbagi pengetahuan bagaimana cara memanajemen keuangan dengan tepat dalam jangka panjang khususnya untuk gen Z seperti investasi yang akan disampaikan oleh pemateri yang berpengalaman,finansial gen z
Fri Aug 26 03:16:06 +0000 2022,Sobat Mapan pengin lancar investasi sambil rutin self-rewarding...? Emang bisa ya? Yuk cari tahu jawabannya di Special Live Podcast MOST Carnaval ini! Financial Planning for Gen Z: How to Balance Both Investing and Self-Rewarding https://t.co/5WoLulFBZR,finansial gen z
Tue Aug 23 16:16:25 +0000 2022,Meskipun sulit dan sekarang rasanya hampir mustahil ada di kondisi seperti itu apalagi untuk para Gen Z sekarang makanya financial freedom ini wajib banget diperjuangkan.,finansial gen z
Sat Aug 13 10:57:37 +0000 2022,FMCG banyak digandrungi oleh Gen Z selain karena kebanyakan multinasional company FMCG juga merupakan perusahaan yang sudah established Bekerja di FMCG memiliki banyak benefit seperti Financial-stable Dapat bonus produk Kesempatan expand keluar negeri🇺🇸🇻🇪🇮🇶,finansial gen z
Tue Aug 02 01:37:07 +0000 2022,QTNA.,finansial gen z
Thu Jul 28 07:43:33 +0000 2022,Wah nampaknya ramai perempuan Gen Z akan bermadu gayanya Demand pada supply yang sikit. Selain ketinggian juga demand financial stable (walaupun ianya subjektif). Tak sabar nak tengok if boleh masuk World book of record as nation teramai bermadu ,finansial gen z
Sat Jul 23 12:54:18 +0000 2022,How's life? Umur 20an sandwich generation gen Z millenial hari ini berharap apa? Pernah baca harusnya circle nya udah bahas saham gimana hidup ke depan financial stable etc. But...,finansial gen z
Thu Jul 21 14:51:04 +0000 2022,Bisa dibilang Gen Z udah paling enak bgt hidup di zaman ini. Kenapa enak? Kalo mau nyari financial planning nyari referensi bisnis jd web developer tanpa musti kuliah dll tinggal belajar by yutubbb. Tinggal mau apa enggaknya aja buat effort dan develop diri sendiri.,finansial gen z
Sat Jul 09 09:11:45 +0000 2022,Biar ga boros hrus ngafe tiap nugas di luar demi akselerasi financial freedom gen Z ,finansial gen z
Tue Jul 05 07:47:40 +0000 2022,3. Hemat pangkal kaya Berhemat aja nggak cukup buat jadi kaya atau FIRE (kalo kata gen Z). Kita harus paham investasi financial planning dan paham cara ningkatin earning power (sumber pendapatan) kalau mau kaya. Btw nanti malam Ko @srl789 bakalan sharing tentang ini loh.,finansial gen z
Thu Jun 09 01:07:45 +0000 2022,SSW.....Menjadi Millennial dan Gen Z Cerdas dengan Financial Planning| Life Blog | BNI Life Insurance https://t.co/4jOHl7oVnX,finansial gen z
Thu Jun 02 00:02:47 +0000 2022,Haha Suraya ni lawak la.. Nasib tak gen Z,finansial gen z
Sun May 29 06:10:06 +0000 2022,ujian SABARnya anak rantau (sendirian yg jauh dari keluarga jomblo financial masih pincang yang kalo weekend cuma stay di kosan tanpa rencana) itu ada di level berbeda dari Gen Z pada umumnya.,finansial gen z
Thu May 26 03:42:58 +0000 2022,@worksfess Bener bener gen z ni ngeri ngeri sedep ya gak takut meninggalkan apapun demi financial sm mental stabel ga sih kalo gini,finansial gen z
Tue May 24 00:52:21 +0000 2022,Ngeri ya gen z sekarang ga paham priotitas financial. Ada banyak ortu yg masalah pendidikan hayuk dijabanin tp kalo lyfestyle anak mah kaga. Temen gw ada yg dibeliin macbook pro buat kebutuhan kuliah tp hapenya dibiarin samsung 2 jutaan,finansial gen z
Wed Apr 27 16:32:40 +0000 2022,ft her hubby's income yg kerja jg as an employee 15tahun alias woy gen z idealis yg too concern their mentality than their work gausah mimpi ketinggian buat bisa financial freedom,finansial gen z
Fri Apr 22 22:43:50 +0000 2022,Btul. Punya adik yg terpaksa aku suruh buat gap year dulu karena takut di tengah semester harus berhenti kendala financial. Jadi harus gap year buat persiapan biaya. Ya kasian adikku termasuk gen z yg kurang beruntung. Beruntung sih cuman harus sabar.,finansial gen z
Fri Apr 22 13:26:48 +0000 2022,Ini baru nasib gen z yang beruntung bisa kuliah bayangin aja nasib mereka yang gak bisa karena kendala finansial. Mungkin lebih chaotic lagi,finansial gen z
Tue Apr 19 12:32:51 +0000 2022,@TERRIficWords Hulu!,finansial gen z
Sat Apr 16 06:27:29 +0000 2022,@uwumetawin Sebenernya opini dari kak gita ngga ada yg salah cuma statementnya yg menggiring opini bahwa gen z kebanyakan manja lebih milih nganggur padahal banyak kok yg milih kerja biar financial freedom daripada mentingin mental health mending capek kerja daripada capek cari kerja,finansial gen z
Thu Apr 14 11:59:17 +0000 2022,Gen Z mendukung gitasav yg udh financial freedom dan work life balance. Kan aneh.,finansial gen z
Tue Apr 05 15:26:38 +0000 2022,Kirain cuma millenials &amp; gen Z aja yg harus belajar financial literature autodidak. Ternyata memang ngga ada pilihan lain selain harus belajar mandiri (as a future parents or parents soon-to-be).,finansial gen z
Sat Mar 26 14:25:59 +0000 2022,Nyimak obrolan meja sebelah. Anak2 Gen Z siih kayaknya mereka ASN yg ambi. Katanya punya target nikah di usia 26tahun. Maunya nanti udah mapan financial udah siap udah enak hidupnya. Me: https://t.co/7unqTMrwj8,finansial gen z
Fri Mar 04 04:10:03 +0000 2022,Gen Z masih bingung gimana sih cara atur uang yang benar? Malam ini minku bakalan bahas soal Financial Management untuk Gen Z di Teletalks Komunitas Finansialku! Link join : https://t.co/U8mWrEqvtC https://t.co/XoncE3HMtN,finansial gen z
Tue Feb 22 00:22:05 +0000 2022,@KangCapjay Maksud saya he is so stable for 22 years old boy like he is strong as wall man mau karir financial juga udah gila ini gen z emang,finansial gen z
Mon Jan 31 02:33:17 +0000 2022,Mariah Carey.,finansial gen z
Sun Dec 12 11:05:59 +0000 2021,Kamu termasuk dalam Gen Z? Udah saatnya Kamu bersiap untuk tidak ketinggalan dalam hal keuangan dan menjadi financial savvy nih. Simak yuk! #MyBank #Maybank https://t.co/LeBce2SFdM,finansial gen z
Tue Nov 16 14:32:48 +0000 2021,yang mau konsul financial planning gen z sandwich kebab generation bisa hubungi kak bhaga ya,finansial gen z
Wed Oct 27 12:23:04 +0000 2021,Veteran Investment Day terdiri dari dua rangkaian acara yang sangat menarik yaitu: Sekolah Pasar Modal dengan tema: Money and Investment: How Gen Z Realize and Reach Financial Independence From a Young Age ,finansial gen z
Mon Oct 25 01:36:53 +0000 2021,Gen Z Merapat! Ini Cara Belajar Keuangan Kekinian yang Paling Cocok buat Kamu! https://t.co/48qN5QN8bo,finansial gen z
Fri Oct 22 12:42:40 +0000 2021,Sekolah Pasar Modal dengan tema: Money and Investment: How Gen Z Realize and Reach Financial Independence From a Young Age Our Speakers ‍️Arief Wind Kuncahyo Analis Senior Pengembangan Sistem Informasi Pasar Modal Otoritas Jasa Keuangan Perwakilan Jakarta,finansial gen z
Mon Sep 20 00:31:43 +0000 2021,@KanikaTolver @Invisalign thanks Kanika!,finansial gen z
Wed Jul 28 15:30:12 +0000 2021,Team gen Z itu seru. Pembelajar cepat ringkes gerak cepat. Cenderung pragmatis tp deliver. Mrk kerja prekariat krn pilihan ga mau keiket. Mrk punya financial purpose makanya kerja apa aja yg bs diambil. Drpd rebahan tiada hasil mending begadang jd cuan.,finansial gen z
Sat Jul 24 09:38:27 +0000 2021,@bertanyarl bener sii mungkin karna emg belum jd target kita aja yg usianya 18-24an . karna yaa menurutku gen z sendiri udah melek bgt masalah finansial. jdnya lebih ke targetin utk kerja dulu kaya dulu pokoknya financial stable dulu baru kepikiran utk nikah. karna ya jaman skrg -cont,finansial gen z
Fri Jul 23 22:20:54 +0000 2021,@brokeblackgirl_ Angel investing,finansial gen z
Mon May 10 05:41:50 +0000 2021,@worksfess Gini nih mindset Gen X yg mikirnya anak adalah investasi . Semangat nder! Kurasa yg lain udh kasih saran yg tepat. Yuk Gen Y &amp; Gen Z nekanin mindset yg beda &amp; planning finansial yg baik biar anak2 kita gak terjebak sandwich generation! ,finansial gen z
Fri May 07 13:30:30 +0000 2021,DScussion : Ternak Uang dan Misinya Memperluas Edukasi Finansial untuk Millennial dan Gen Z https://t.co/F6zERIyrzy,finansial gen z
Sat Apr 17 05:23:34 +0000 2021,Gw mending ngadepin politiknya orang lembaga deh ketimbang dengerin financial awareness &amp; galaunya gen z hahahahaha,finansial gen z
Fri Apr 09 07:16:22 +0000 2021,Anak muda jaman sekarang apalagi gen z nih yg baru lulus kuliah dan mulai kerja pertamanya menurut gue kebanyakan masih belum melek financial. Mereka terlena dengan gaya hidup. Penghasilan habis dengan gaya hidup konsumtif bahkan utang dimana-mana.,finansial gen z
Wed Mar 24 08:59:39 +0000 2021,Siapa Sangka Milenial dan Gen Z Ternyata Lebih Pusing Sama Finansial dibanding Politik https://t.co/w1R0WAvekw https://t.co/GuvGdaYoky,finansial gen z
Sun Mar 21 10:36:36 +0000 2021,Unpopular opinion: Gen z yg menolak anak lahir tanpa ayah/ibu tanpa finansial yg ga stabil tanpa tahu basic mendidik anak dan tanpa kasih sayang yg lengkap namun rata-rata gen z pula yg khilaf kebobolan dan ga mampu mengontrol nafsu pada diri sendiri.,finansial gen z
Mon Jan 25 05:24:16 +0000 2021,[FINANCIAL PLANNING FOR GEN Z!]⁣⁣ ⁣⁣ What you are waiting for?!⁣⁣ Registrasi dibuka dari tanggal 𝟭𝟱 𝗝𝗮𝗻𝘂𝗮𝗿𝗶 𝟮𝟬𝟮𝟭 - 𝟮𝟴 𝗝𝗮𝗻𝘂𝗮𝗿𝗶 𝟮𝟬𝟮𝟭 jadi pastikan kamu MENDAFTARKAN DIRIMU SEKARANG DI https://t.co/zWYIUBZkGY https://t.co/FZfTO7zAAg,finansial gen z
Mon Jan 18 11:41:56 +0000 2021,Buat kamu para Gen Z coba simak 3 hal berikut ini supaya pilihan kamu dalam menentukan karir jadi #PastiLebihSiap #GenZ #Karir #KarirGenZ #Pandemi #Tunaiku #Fintech #Finansial #Teknologi https://t.co/04QfurvI0j,finansial gen z
Mon Jan 18 08:51:16 +0000 2021,[FINANCIAL PLANNING FOR GEN Z!] What you are waiting for?! Registrasi dibuka dari tanggal 𝟭𝟱 𝗝𝗮𝗻𝘂𝗮𝗿𝗶 𝟮𝟬𝟮𝟭 - 𝟮𝟴 𝗝𝗮𝗻𝘂𝗮𝗿𝗶 𝟮𝟬𝟮𝟭 jadi pastikan kamu MENDAFTARKAN DIRIMU SEKARANG DI https://t.co/2UrvbGBjBn #dilomakassar https://t.co/cFi5xBQQGX,finansial gen z
Thu Jan 14 11:30:29 +0000 2021,Sebetulnya artikel ini dimaksudkan untuk menyindir diri sendiri Udah baca yang ini? 5 Masalah Finansial yang Sering Dihadapi Millennial dan Gen Z https://t.co/u0GT4lsW9E,finansial gen z
Tue Dec 29 05:29:04 +0000 2020,Kenapa gen z dan millenial perlu melakukan finansial reset selama pandemi? Simak alasan dan penjelasan lebih lengkapnya di postingan ini yuk! Ada beberapa faktor juga yang membuat generasi muda ini perlu melakukan hal ini lho! Jangan lupa share ke temen-temen kamu ya. https://t.co/WzsZBtv35C,finansial gen z
Tue Nov 10 12:18:59 +0000 2020,@dipraal_ mungkin sebelum pandemi pun finansial jot sudah bermasalah karena pamor grup yg menurun.,finansial gen z
Mon Oct 12 13:00:04 +0000 2020,Di umur berapa kamu pengen punya rumah sendiri? Gen Z dan Milenial bisa kok beli rumah. Tidak Ada Yang Tidak Bisa buat kamu capai termasuk rumah dan merdeka finansial. Nih mimin bocorin cara atur finansialmu buat masa depan simak baik-baik ya~ https://t.co/MwNvRnhZYZ,finansial gen z
Sun Oct 11 09:05:10 +0000 2020,Laporan tersebut menemukan bahwa sekitar sepertiga generasi milenial (usia 24 hingga 39 tahun) dan Gen Z (usia 18 hingga 23 tahun) mengatakan bahwa Covid-19 memiliki dampak ekstrem atau sangat negatif pada keamanan finansial mereka.,finansial gen z
Tue Oct 06 03:03:52 +0000 2020,@riskalavinia @6andara Cobalah tan bikin financial workshop buat Gen Z ,finansial gen z
Tue Sep 29 14:50:47 +0000 2020,@PauleannaR Sent!,finansial gen z
Fri Aug 28 07:44:17 +0000 2020,Jangan sampai karena lifestyle itu para Gen Z jadi impulsif dan tidak memiliki perencanaan keuangan yang baik. Nah pada webinar ini hadir juga @mrshananto @jonathanend dan @NucaIdol10 yang sama-sama sharing tentang financial management. https://t.co/ePTd2DJuxX,finansial gen z
Fri Aug 21 12:26:42 +0000 2020,Beberapa alternatif yang lebih urgent untuk mahasiswa ketimbang pelatihan militer: 1.) Metode ilmiah. 2.) Literasi finansial. 3.) Pendidikan seks. 4.) Kesehatan mental. 5.) Public speaking atau diplomasi budaya jika niatnya mau menyaingi K-Pop. NB: Mahasiswa sekarang gen Z.,finansial gen z
Fri Aug 07 01:28:01 +0000 2020,@newsoul_ @irsyadashiedy @DetektifFiktif bukan milenials tp Gen Z kali milenials mah udah kenal financial planning jauh jauuhh sblm jouska sejak jaman safir senduk ,finansial gen z
Mon Dec 30 14:23:27 +0000 2024,Kadang bingung dgn gen Z. Untuk company yg cukup bagus untuk meningkatkan skil experience network dan carier path. Apa gaji 7 juta di Semarang buat fresh grad masih kurang dan setidak menarik itukah ? Ketika aku tanya mrk mending gabut dirumah drpd ambil opportunity,gaji gen z
Mon Dec 30 07:35:00 +0000 2024,Kesenjangan Harapan Gaji dan Realita Dunia Kerja untuk Gen Z https://t.co/XrS5L6hCpF,gaji gen z
Mon Dec 30 00:54:24 +0000 2024,penat tau layan gen z sekarang ni nak gaji besar tapi xnak tanggungjawab besar xleh kena tegur xleh pushy...mampuih,gaji gen z
Sun Dec 29 06:57:53 +0000 2024,gaji gen z abis sama apk premium,gaji gen z
Sun Dec 29 02:52:47 +0000 2024,@Heraloebss Ga mungkin bisa..gen Z maunya gaji seperti di eropa..minimal 50 juta/bln.,gaji gen z
Sat Dec 28 18:34:25 +0000 2024,@worksfess Sama tampilan rapih itu point plus hr bgt sih harus rapih dan wangi. Aktif bertanya apalagi hr nya gen z. Usahakan perusahaan tsb bisa umr apa engga. Karna biasanya kalah sama yang offer gaji lebih rendah dr pd kita,gaji gen z
Sat Dec 28 08:38:01 +0000 2024,Ga sengaja denger 2 anak gen z ngobrol ttg masuk kerja 2 hari di salah satu resto jogja. Gw gatau ya apa krn pas liburan atau emg ketentuan jam kerjanya tp 10 jam loh. Hah? Gmn? 10 jam kerja? Emg wajar ya? Gaji umr jogja lah ya gausah ditanya tp gatau dpt benefit apalagi,gaji gen z
Sat Dec 28 04:05:30 +0000 2024,@Sahlan_Holic @tama_dewantara @CsKojer @labiebsadat Terus maunya apa di bilang sty mundur salah sty bertahan juga salah..di kasi Target salah ? Terus buat apa bayar mahal gaji STY sebagai pelatih Target itu perjuangkan kalo tidak mau berjuang ga usah kompitisi Pergi ke eropa biar sadar mental eropa itu bagaimana,gaji gen z
Fri Dec 27 18:46:38 +0000 2024,gw banget.... gaji blm segede umr tokyo tapi daily expenses buat makan 60-80an.. blm lagi kalo keluar paling ga 150-200an buat makan doang lagian gmn ye wak mo ditabung2 pun ttep susah buat gen Z mau beli rumah wong diporotin terus sm pemerintah korup,gaji gen z
Fri Dec 27 16:52:50 +0000 2024,@convomf Gini nder kebanyakan dari kita marah karena ada alasan tertentu contohnya soalnya gaji yg kurang dan lapangan kerja masih sedikit. Belum gen z yg ngeluh klo nyari kerja kriterianya terlalu wow jdi seolah mereka bergantung banget sama kita. Dan kek skrng aja nyari kerja susah,gaji gen z
Fri Dec 27 13:49:41 +0000 2024,@txtcybr @guesihya Jd inget kpn waktu pernah didebat sm org di thread dia mengagungkan kapitalisme &amp; opininya maaf spt ayahmu kak. Intinya gen z skrg g pantes dpt kerjaan g mau kerja susah nuntut gaji gede mulu. Kalo mau efisien ya jgn hire banyak org hire sedikit org buat kerjain multiple jobs,gaji gen z
Fri Dec 27 11:04:16 +0000 2024,Hai Gen Z! Pernah dengar istilah financial freedom? Itu adalah kondisi di mana kamu punya cukup uang untuk hidup tanpa tergantung pada gaji bulanan. Gimana caranya? Yuk simak beberapa tips penting! ,gaji gen z
Fri Dec 27 11:00:09 +0000 2024,Well mungkin angkanya berbeda dengan Indonesia karena standart of living-nya berbeda. Gue penasaran apakah ini fenomena yang mirip terjadi di Indonesia? (Di mana Gen Z merasa butuh punya gaji lebih tinggi untuk merasa sukses) Feel free untuk share opinimu di komen ya,gaji gen z
Fri Dec 27 10:54:40 +0000 2024,@aaindlry kann pstu demand gaji tinggi gosh gen z employees ,gaji gen z
Fri Dec 27 10:40:48 +0000 2024,Tadi tuh interview. Aku ditanyain masalah salary terus aku jawab dong dengan jawaban normal minim umr terus dibalas jawabanku dan dibandingkan. Katanya gen Z sekarang kalau ditanya masalah gaji jawabannya umr. Nahh jawaban ku itu udah bener nggak sih? Atau kurang bener?,gaji gen z
Fri Dec 27 10:04:04 +0000 2024,@butssz @prwettysmilee @bacottetangga__ Lah itumah jauh ke atas generasi boomer dongo udah terima aja fakta gen z problematik dikit2 burnout maunya flexing mulu udah gaji dikit gaya elit,gaji gen z
Fri Dec 27 00:27:12 +0000 2024,@worksfess menurutku ada beberapa sih 1. salary (terutama yg dari universitas ternama baru lulus langsung minta gaji tinggi banget padahal no exp) 2. masih banyak yang terjun dulu baru belajar daripada belajar dulu baru terjun 3. gap kompetensi/skill demand vs supply 4. komunikasi waktu,gaji gen z
Wed Dec 25 01:43:43 +0000 2024,@loysns macamana nak kecam gen z tolak kerja gaji starting 2k,gaji gen z
Sun Dec 22 10:25:39 +0000 2024,@txtdrpemerintah Siaaaaa benghar bahlil tangkurang gen z rata rata gaji dibawah dua juta blom ngasih ortu blom nabung blom biaya sehari hariii Mun leheng gajih naekk suku bunga naraek teh iemah sukununga naek gajih anger lierrr anying ahhhh bahlil ngentottttt,gaji gen z
Sat Dec 21 13:39:43 +0000 2024,Semua atasan aku juga gini ngomongnya. tp yg setannya itu ya manusia gen z yg bru kerja 2-3th yg selalu nyari ksalahan anak baru dan sibuk ngurus gaji serta tunjangan aku. monmaap itu rejeki gw kalo lo dlunya cuma dpt gaji pokok jgn salahin gw njir. yg bkin peraturan bkn gw.,gaji gen z
Sat Dec 21 07:02:21 +0000 2024,@tanyarlfes Gue gue termasuk yang nyesel milih bjirr Udahlah nyari kerja susah yang udah kerja juga empot empotan gaji kena potong sana sini apalagi ini ppn naik berimbas kemana mana Shibaallll Kenapa aku wni kenapa aku gen z kenapa aku sandwich gen,gaji gen z
Fri Dec 20 16:08:51 +0000 2024,@timitimiw @worksfess tipikal gen z sdm rendah indo kan gitu skill gaada pengen gaji tinggi kebanyakan alasan,gaji gen z
Fri Dec 20 07:34:16 +0000 2024,Posisi Gen Z di Chart BPS 2024: Profesi Gen Z menurut gaji: Main vocalist (Manajer/Direktur usia 25 29 tahun): Gaji Rp11 9 juta/bulan. Maknae line (Teknisi usia 15 19 tahun): Gaji Rp1 2 juta/bulan.,gaji gen z
Fri Dec 20 07:34:16 +0000 2024,Fakta Line-Up Gaji Gen Z Menurut Indonesia Gen Z Report 2024 (IDN Research Institute): 56% Gen Z cuma punya pendapatan di bawah Rp2 5 juta/bulan. 26% ada di rentang Rp2 5 juta Rp5 juta. Sisanya? Literally minoritas yang kaya-kaya. Jadi Rp175 juta setahun itu buat siapa?,gaji gen z
Fri Dec 20 04:44:21 +0000 2024,Boomer boomer tuh rtrt gini nnti playing victnya gen z g bs kerja malas malasan blabla pdhl rekrut untuk 1 kerjaan yg gaji kek makan ciki skali lewat eh tauny disuruh serba bs carry sama sini,gaji gen z
Thu Dec 19 23:32:44 +0000 2024,@PetrolWeeb Gaji seiprit = harus banyak bersyukur Telat semenit = potong gaji Lembur 5 jam = gak ada uang lembur ini loyalitas Boss gak bisa salah kalau perlu harus disembah karena boss merasa TUHAN. Giliran banyak karyawan yg kabur / resign gen z gabisa kerja dikit2 ngeluh ,gaji gen z
Thu Dec 19 10:45:09 +0000 2024, aku gen z tahun ini baru lulus kuliah tahun ini aku baru kerja dan merasakan dapat gaji tpi tahun ini jg mulai digaungkan ppn 12% untuk tahun depan,gaji gen z
Thu Dec 19 09:54:37 +0000 2024,BPS 2024: Pendapatan Gen Z berdasarkan pekerjaan: Gaji tinggi: usia 25 29 thn = Rp11 9 juta/bulan. Gaji rendah: Teknisi usia 15 19 thn = Rp1 2 juta/bulan. ️ Mayoritas Gen Z kerja di entry-level bukan posisi direktur. Jd siapa yang katanya ngabisin Rp175 juta? Sultan Gen Z?,gaji gen z
Thu Dec 19 09:53:27 +0000 2024,Menurut Indonesia Gen Z Report 2024 (IDN Research Institute): 56% Gen Z berpenghasilan &lt;Rp2 5 juta/bulan. 26% ada di rentang Rp2 5 juta Rp5 juta. Sisanya? Sedikit banget yg dapat lebih dari Rp5 juta. Boro-boro Rp175 juta/tahun hidup dari gaji UMR aja udah perjuangan bestie! ,gaji gen z
Thu Dec 19 08:46:00 +0000 2024,dulu aku rasa gen Z ni mengada-2. tapi tak ku sangka yg Gen Y pun ngada je. dah la sebaya aku tapi getik aku dgn perangai kerja nye. kerja nak senang mcm la bg gaji fresh grad. tp dia kata kerja aku senang sbb aku tgok email escalation je. hahaha,gaji gen z
Thu Dec 19 07:35:31 +0000 2024,Kesenjangan Harapan Gaji dan Realita Dunia Kerja untuk Gen Z https://t.co/XrS5L6iafd,gaji gen z
Thu Dec 19 07:09:06 +0000 2024,maaf ya aku ngeluhin ini mulu tapi ini memang anjingggg bgt. aku merasa dirugikan pls masih 20 tahun gaji gak UMR gen sandwich pula harus bayar kuliah sendiri beli perintilan kuliah sendiri apa-apa serba sendiri.. mau nangis BAHKAN NANGISPUN SENDIRI YA TUHAN,gaji gen z
Thu Dec 19 06:59:55 +0000 2024,Gen Z kudu sabar model gimana lagi ya? Aku sendiri udah ngelewatin badai susahnya nyari kerja pas covid kena layoff udah bisa dapet kerja lagi pun financial perusahaan gabisa maksimal yg dampaknya pengurangan gaji tunjangan fasilitas dll. Ditambah pemrentah kakean polah,gaji gen z
Thu Dec 19 06:21:58 +0000 2024,@alumni_monas @hrdbacot Gak kok bang. Gw gen z malah selalu ditipu perusahaan kagak dikasih2 gaji. Gw kapok dan akhirnya ya mutusin bikin usaha sendiri aja. Semoga abang dapat gen z yg bagusan.,gaji gen z
Thu Dec 19 03:33:18 +0000 2024,@FOODFESS2 Dahlah makan angin aja kita makan angin. Makan angin juga enak pemerintah ngatain gen z kebanyakan ngopi jadi ga akan bisa beli rumah. Woy! Bangun. Ngopi ga ngopi susah beli rumah kalo gaji seuprit dan barang receh kena pajak,gaji gen z
Thu Dec 19 02:55:45 +0000 2024,gen z ini baru juga ngerasain punya gaji sendiri baru mau hidup mandiri belum financially stable eh malah dipalak pemerintaaaaah kimak https://t.co/bEKG4QmGFP,gaji gen z
Wed Dec 18 13:17:10 +0000 2024,cape bgt tuh gaji ngepas masih harus nyisihin buat biaya sekolah adek gen z sandwich idup di negara bobrok pemerintah bobrok anjing anjing,gaji gen z
Wed Dec 18 07:37:18 +0000 2024,ini gen Z yg mau nikah + beranak juga mikir ribuan kali kalo yg kerja cm silaki dengan gaji umr.,gaji gen z
